,VDS_ID,GRS80_X좌표,GRS80_Y좌표,지점이정,VDS존_시작이정,VDS존_종료이정,노선번호,도로명,VDS존_유형구분코드,VDS존_유형구분명,기점종점방향구분코드,VDS존 길이,도로등급구분코드,도로등급구분명,콘존ID,WGS84_X좌표,WGS84_Y좌표
153,0010VDE10600,328076.5955,381794.5067,159.30km,158.80km,159.70km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE180,128.4208998,36.02537605
154,0010VDE10700,327429.8244,382228.2231,160.10km,159.70km,160.65km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE180,128.4137963,36.02936843
155,0010VDE10800,327210.0631,383295.1253,161.20km,160.65km,161.75km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE180,128.4115303,36.03900945
156,0010VDE10900,326941.6465,384360.3792,162.30km,161.75km,162.75km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE180,128.4087237,36.04864192
157,0010VDE11000,326583.8099,385179.0436,163.20km,162.75km,163.70km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE180,128.4048848,36.05606431
158,0010VDE11100,326149.6186,386078.4221,164.20km,163.70km,164.70km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE180,128.4002108,36.06422367
159,0010VDE11200,325473.0392,386717.6369,165.20km,164.70km,165.60km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE180,128.3928046,36.0700702
160,0010VDE11300,324674.1925,386703.9236,166.00km,165.60km,166.30km,10,경부선,1,FTMS 본선 VDS,E,700.00m,101,고속국도,0010CZE180,128.3839372,36.07004935
161,0010VDE11400,324076.5914,386690.6737,166.60km,166.30km,167.25km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE180,128.3773033,36.07000637
162,0010VDE11500,322794.6166,386763.2125,167.90km,167.25km,168.35km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE190,128.3630877,36.07082258
163,0010VDE11650,322505.9473,387554.8641,168.80km,168.35km,169.25km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE190,128.360007,36.07799151
164,0010VDE11700,322559.4941,388452.1371,169.70km,169.25km,170.20km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE190,128.3607406,36.08606889
165,0010VDE11800,322618.9864,389449.1075,170.70km,170.20km,171.30km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE190,128.3615559,36.09504374
166,0010VDE11900,322621.728,390641.2918,171.90km,171.30km,172.32km,10,경부선,1,FTMS 본선 VDS,E,1020.00m,101,고속국도,0010CZE190,128.3617717,36.10578454
167,0010VDE12000,322421.6477,391414.8297,172.70km,172.32km,173.15km,10,경부선,1,FTMS 본선 VDS,E,830.00m,101,고속국도,0010CZE200,128.3596704,36.11277906
168,0010VDE12100,322178.7575,392279.1994,173.60km,173.15km,174.15km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE200,128.3571074,36.12059729
169,0010VDE12200,321298.9564,392897.0125,174.70km,174.15km,175.15km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE200,128.3474326,36.12627388
170,0010VDE12300,320537.9451,393372.2834,175.60km,175.15km,176.15km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE200,128.3390538,36.1306507
171,0010VDE12400,319543.6372,393795.4673,176.70km,176.15km,177.10km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE200,128.328075,36.13458642
172,0010VDE12500,318758.5322,393943.5299,177.50km,177.10km,178.00km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE200,128.3193773,36.13601681
173,0010VDE12600,317848.1131,394322.6771,178.50km,178.00km,179.00km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE200,128.3093219,36.13954382
174,0010VDE12700,316981.155,394813.8813,179.50km,179.00km,179.95km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE200,128.299765,36.14407437
175,0010VDE12800,316156.6791,395171.9395,180.40km,179.95km,180.90km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE200,128.2906593,36.14739947
176,0010VDE12900,315294.4101,395673.2508,181.40km,180.90km,181.85km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE200,128.281154,36.15201908
177,0010VDE13000,314532.251,396149.6857,182.30km,181.85km,183.18km,10,경부선,1,FTMS 본선 VDS,E,1330.00m,101,고속국도,0010CZE200,128.2727561,36.156402
178,0010VDE13100,309953.9808,396414.0677,187.00km,183.18km,187.50km,10,경부선,1,FTMS 본선 VDS,E,4320.00m,101,고속국도,0010CZE210,128.221927,36.159314
179,0010VDE13200,308958.1212,396322.5831,188.00km,187.50km,188.45km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE210,128.2108495,36.15860213
180,0010VDE13300,308062.005,396238.6932,188.90km,188.45km,189.35km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE210,128.2008814,36.15794655
181,0010VDE13400,307293.4273,395822.3797,189.80km,189.35km,190.30km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE210,128.1922852,36.15428085
182,0010VDE13500,306809.6413,394948.0081,190.80km,190.30km,191.30km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE210,128.1867915,36.14645601
183,0010VDE13600,306248.5063,394130.7583,191.80km,191.30km,192.30km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE210,128.1804474,36.13915404
184,0010VDE13650,305889.9019,393782.2911,192.30km,km,km,10,경부선,4,램프 VDS,E,0.00m,101,고속국도,0010CZE215,128.1764171,36.13605347
185,0010VDE13651,305889.9019,393782.2911,192.30km,km,km,10,경부선,4,램프 VDS,E,0.00m,101,고속국도,0010CZE215,128.1764171,36.13605347
186,0010VDE13700,305818.1809,393712.5979,192.40km,192.30km,193.00km,10,경부선,1,FTMS 본선 VDS,E,700.00m,101,고속국도,0010CZE215,128.1756111,36.13543334
187,0010VDE13800,304822.3361,393102.0897,193.60km,193.00km,194.00km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE215,128.1644683,36.13004057
188,0010VDE13900,304031.1281,393199.8612,194.40km,194.00km,195.40km,10,경부선,1,FTMS 본선 VDS,E,1400.00m,101,고속국도,0010CZE215,128.1556934,36.13100664
189,0010VDE14100,302222.5786,392443.696,196.40km,195.40km,196.80km,10,경부선,1,FTMS 본선 VDS,E,1400.00m,101,고속국도,0010CZE215,128.1355074,36.12438546
190,0010VDE14200,301462.5964,392690.5565,197.20km,196.80km,197.65km,10,경부선,1,FTMS 본선 VDS,E,850.00m,101,고속국도,0010CZE215,128.1270987,36.12668949
191,0010VDE14300,300682.7517,393138.7807,198.10km,197.65km,198.65km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE215,128.1184946,36.13080937
192,0010VDE14400,299631.4993,393401.0837,199.20km,198.65km,199.65km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE215,128.1068512,36.13328132
193,0010VDE14500,298732.3395,393434.2619,200.10km,199.65km,200.27km,10,경부선,1,FTMS 본선 VDS,E,620.00m,101,고속국도,0010CZE215,128.0968679,36.13367215
194,0010VDE14600,297535.6845,393523.7039,201.30km,200.27km,201.80km,10,경부선,1,FTMS 본선 VDS,E,1530.00m,101,고속국도,0010CZE220,128.0835869,36.13459907
195,0010VDE14700,296560.179,393732.3255,202.30km,201.80km,202.75km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE220,128.0727767,36.13657641
196,0010VDE14800,295691.5467,393968.3247,203.20km,202.75km,203.70km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE220,128.0631564,36.13878894
197,0010VDE14900,294726.3994,394230.5451,204.20km,203.70km,204.70km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE220,128.0524666,36.1412464
198,0010VDE15000,293796.8735,394575.8982,205.20km,204.70km,205.70km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE220,128.0421817,36.14444855
199,0010VDE15100,293024.1925,395209.9848,206.20km,205.70km,206.70km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE220,128.0336727,36.15023648
200,0010VDE15200,292323.2062,395920.3318,207.20km,206.70km,207.70km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE220,128.0259679,36.15670415
201,0010VDE15300,291651.9312,396661.6106,208.20km,207.70km,208.65km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE220,128.0185956,36.16344724
202,0010VDE15400,291369.5336,397500.6937,209.10km,208.65km,209.50km,10,경부선,1,FTMS 본선 VDS,E,850.00m,101,고속국도,0010CZE220,128.0155551,36.1710346
203,0010VDE15500,291229.6483,398288.2579,209.90km,209.50km,210.40km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE220,128.014092,36.17814425
204,0010VDE15600,290675.6234,399101.0068,210.90km,210.40km,211.30km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE220,128.0080282,36.18551966
205,0010VDE15700,290232.1654,399754.2076,211.70km,211.30km,212.30km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE220,128.0031741,36.19144684
206,0010VDE15800,290064.4692,400941.4624,212.90km,212.30km,213.40km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE230,128.0014462,36.2021604
207,0010VDE15900,289643.2439,401791.4458,213.90km,213.40km,214.40km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE230,127.9968603,36.20985841
208,0010VDE16000,288659.5807,401898.0168,214.90km,214.40km,215.35km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE230,127.9859352,36.2109093
209,0010VDE16100,287772.0168,402039.4639,215.80km,215.35km,216.30km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE230,127.9760822,36.21226474
210,0010VDE16200,286795.2204,401996.5742,216.80km,216.30km,217.20km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE230,127.9652162,36.21196637
211,0010VDE16300,286025.0904,401798.8158,217.60km,217.20km,218.15km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE230,127.9566313,36.21025318
212,0010VDE16400,284934.5676,401880.304,218.70km,218.15km,219.25km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE230,127.9445146,36.21108377
213,0010VDE16500,283937.25,402320.2715,219.80km,219.25km,220.20km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE230,127.9334724,36.21513525
214,0010VDE16600,283300.0692,402802.066,220.60km,220.20km,221.20km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE230,127.9264383,36.21953168
215,0010VDE16700,282190.6778,403119.0588,221.80km,221.20km,222.38km,10,경부선,1,FTMS 본선 VDS,E,1180.00m,101,고속국도,0010CZE230,127.9141346,36.22248293
216,0010VDE16800,281035.3216,402872.1666,223.00km,222.38km,223.55km,10,경부선,1,FTMS 본선 VDS,E,1170.00m,101,고속국도,0010CZE240,127.9012605,36.22035569
217,0010VDE16900,280055.6463,402478.2164,224.10km,223.55km,224.60km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE240,127.8903257,36.2168874
218,0010VDE17000,279119.2428,402827.5392,225.10km,224.60km,225.50km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE240,127.879948,36.22011215
219,0010VDE17100,278604.6823,403416.8261,225.90km,225.50km,226.35km,10,경부선,1,FTMS 본선 VDS,E,850.00m,101,고속국도,0010CZE240,127.8742849,36.22546413
220,0010VDE17200,278016.4134,404073.6604,226.80km,226.35km,227.20km,10,경부선,1,FTMS 본선 VDS,E,850.00m,101,고속국도,0010CZE240,127.8678079,36.23143046
221,0010VDE17300,277265.3379,404340.6353,227.60km,227.20km,228.10km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE240,127.8594806,36.23389646
222,0010VDE17400,276789.4724,405175.6474,228.60km,228.10km,229.15km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE240,127.8542695,36.24145864
223,0010VDE17500,276721.8915,406273.5542,229.70km,229.15km,230.20km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE240,127.8536254,36.2513572
224,0010VDE17600,276282.4615,407130.0817,230.70km,230.20km,231.15km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE240,127.8488202,36.25911013
225,0010VDE17700,275536.975,407634.2123,231.60km,231.15km,232.27km,10,경부선,1,FTMS 본선 VDS,E,1120.00m,101,고속국도,0010CZE240,127.8405744,36.26371141
226,0010VDE17800,274724.3492,408370.9035,232.70km,232.27km,233.15km,10,경부선,1,FTMS 본선 VDS,E,880.00m,101,고속국도,0010CZE250,127.8316027,36.27041293
227,0010VDE17900,273889.051,408687.2062,233.60km,233.15km,234.21km,10,경부선,1,FTMS 본선 VDS,E,1060.00m,101,고속국도,0010CZE250,127.8223375,36.2733274
228,0010VDE17951,272762.7479,409073.813,234.81km,234.21km,235.39km,10,경부선,1,FTMS 본선 VDS,E,1180.00m,101,고속국도,0010CZE250,127.8098396,36.27689666
229,0010VDE17952,271669.4523,409560.6455,235.96km,235.39km,236.59km,10,경부선,1,FTMS 본선 VDS,E,1200.00m,101,고속국도,0010CZE250,127.7977171,36.2813653
230,0010VDE17953,270529.6053,409339.7349,237.22km,236.59km,237.94km,10,경부선,1,FTMS 본선 VDS,E,1350.00m,101,고속국도,0010CZE250,127.7850111,36.27945862
231,0010VDE17955,269386.7418,408369.754,238.65km,237.94km,239.21km,10,경부선,1,FTMS 본선 VDS,E,1270.00m,101,고속국도,0010CZE250,127.7722058,36.27080084
232,0010VDE17956,268359.3043,408012.9683,239.77km,239.21km,240.44km,10,경부선,1,FTMS 본선 VDS,E,1230.00m,101,고속국도,0010CZE250,127.7607411,36.26765907
233,0010VDE17957,267097.7364,408286.4437,241.11km,240.44km,241.76km,10,경부선,1,FTMS 본선 VDS,E,1320.00m,101,고속국도,0010CZE250,127.7467262,36.27021188
234,0010VDE18540,266313.2694,408506.2575,242.40km,241.76km,242.60km,10,경부선,1,FTMS 본선 VDS,E,840.00m,101,고속국도,0010CZE250,127.7380153,36.27224685
235,0010VDE18561,265931.3243,408648.4126,242.80km,242.60km,243.25km,10,경부선,1,FTMS 본선 VDS,E,650.00m,101,고속국도,0010CZE250,127.7337768,36.27355399
236,0010VDE18562,265021.568,408760.2834,243.70km,243.25km,244.10km,10,경부선,1,FTMS 본선 VDS,E,850.00m,101,고속국도,0010CZE250,127.7236618,36.27462377
237,0010VDE18563,264228.7282,408830.6654,244.50km,244.10km,244.90km,10,경부선,1,FTMS 본선 VDS,E,800.00m,101,고속국도,0010CZE250,127.7148442,36.27531106
238,0010VDE18564,263417.4655,408915.4321,245.30km,244.90km,245.65km,10,경부선,1,FTMS 본선 VDS,E,750.00m,101,고속국도,0010CZE250,127.7058227,36.27612854
239,0010VDE18565,262735.7393,409122.8293,246.00km,245.65km,246.40km,10,경부선,1,FTMS 본선 VDS,E,750.00m,101,고속국도,0010CZE250,127.6982523,36.27804199
240,0010VDE18566,261972.0628,409409.2043,246.80km,246.40km,247.30km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE250,127.6897758,36.28067191
241,0010VDE18700,260963.4736,409368.6102,247.80km,247.30km,248.31km,10,경부선,1,FTMS 본선 VDS,E,1010.00m,101,고속국도,0010CZE250,127.6785474,36.28037033
242,0010VDE18800,259953.8375,409245.2453,248.80km,248.31km,249.30km,10,경부선,1,FTMS 본선 VDS,E,990.00m,101,고속국도,0010CZE260,127.6673009,36.27932189
243,0010VDE18900,258953.208,409432.7906,249.80km,249.30km,250.45km,10,경부선,1,FTMS 본선 VDS,E,1150.00m,101,고속국도,0010CZE260,127.6561785,36.28107354
244,0010VDE19000,257762.6214,409949.3503,251.10km,250.45km,251.50km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE260,127.6429656,36.28580041
245,0010VDE19100,257192.6998,410530.8627,251.90km,251.50km,252.30km,10,경부선,1,FTMS 본선 VDS,E,800.00m,101,고속국도,0010CZE260,127.6366647,36.29107456
246,0010VDE19200,256431.5138,410755.4433,252.70km,252.30km,255.50km,10,경부선,1,FTMS 본선 VDS,E,3200.00m,101,고속국도,0010CZE260,127.6282079,36.29314316
247,0010VDE19800,251415.242,412557.9296,258.30km,255.50km,259.71km,10,경부선,1,FTMS 본선 VDS,E,4210.00m,101,고속국도,0010CZE260,127.572487,36.30966648
248,0010VDE19900,249810.9885,413571.7967,260.20km,259.71km,260.70km,10,경부선,1,FTMS 본선 VDS,E,990.00m,101,고속국도,0010CZE270,127.5546898,36.31888709
249,0010VDE20000,249041.4928,414210.439,261.20km,260.70km,261.70km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE270,127.5461613,36.32468163
250,0010VDE20100,248258.125,414831.8633,262.20km,261.70km,262.40km,10,경부선,1,FTMS 본선 VDS,E,700.00m,101,고속국도,0010CZE270,127.5374759,36.3303211
251,0010VDE20110,247942.4015,415077.4547,262.60km,262.40km,263.40km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE270,127.5339748,36.33255
252,0010VDE20203,246413.3492,416866.726,265.10km,264.65km,265.55km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE270,127.5170517,36.34874881
253,0010VDE20300,246973.4942,416178.1205,264.20km,263.40km,264.65km,10,경부선,1,FTMS 본선 VDS,E,1250.00m,101,고속국도,0010CZE270,127.52325,36.34251632
254,0010VDE20400,245549.19,417097.3685,266.00km,265.55km,266.45km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE270,127.5074386,36.3508685
255,0010VDE20500,244661.2116,417087.8643,266.90km,266.45km,267.35km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE270,127.4975459,36.35082445
256,0010VDE20600,243916.2611,416580.2029,267.80km,267.35km,268.38km,10,경부선,1,FTMS 본선 VDS,E,1030.00m,101,고속국도,0010CZE270,127.4892185,36.34628393
257,0010VDE20750,242255.06,416639.7775,269.50km,268.38km,269.85km,10,경부선,1,FTMS 본선 VDS,E,1470.00m,101,고속국도,0010CZE280,127.4707169,36.34689511
258,0010VDE20780,241709.2578,417076.7338,270.20km,269.85km,270.60km,10,경부선,1,FTMS 본선 VDS,E,750.00m,101,고속국도,0010CZE280,127.4646603,36.35085655
259,0010VDE20800,241119.1675,417620.8897,271.00km,270.60km,271.55km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE280,127.4581153,36.3557856
260,0010VDE20900,240460.2676,418502.0875,272.10km,271.55km,272.44km,10,경부선,1,FTMS 본선 VDS,E,890.00m,101,고속국도,0010CZE280,127.4508204,36.36375444
261,0010VDE21000,239553.3361,419223.7535,273.30km,272.44km,273.80km,10,경부선,1,FTMS 본선 VDS,E,1360.00m,101,고속국도,0010CZE290,127.4407521,36.37029545
262,0010VDE21100,238673.0141,419624.4252,274.30km,273.80km,274.80km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE290,127.4309626,36.3739419
263,0010VDE21200,238287.8922,420536.338,275.30km,274.80km,275.70km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE290,127.4267159,36.38217502
264,0010VDE21210,237713.3289,423351.8772,278.30km,km,km,10,경부선,4,램프 VDS,E,0.00m,101,고속국도,0010CZE300,127.4204492,36.40756995
265,0010VDE21310,237625.9851,423063.8169,278.00km,km,km,10,경부선,4,램프 VDS,E,0.00m,101,고속국도,0010CZE300,127.4194615,36.40497752
266,0010VDE21350,238022.6142,421289.803,276.10km,275.70km,276.60km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE290,127.4237963,36.3889754
267,0010VDE21400,237562.1903,422179.0783,277.10km,276.60km,277.89km,10,경부선,1,FTMS 본선 VDS,E,1290.00m,101,고속국도,0010CZE290,127.4187076,36.39700721
268,0010VDE21500,237625.9851,423063.8169,278.00km,277.89km,278.65km,10,경부선,1,FTMS 본선 VDS,E,760.00m,101,고속국도,0010CZE300,127.4194615,36.40497752
269,0010VDE21510,237646.4027,426986.2178,282.10km,km,km,10,경부선,4,램프 VDS,E,0.00m,101,고속국도,0010CZE300,127.4198794,36.44032327
270,0010VDE21600,237875.9531,424325.6722,279.30km,278.65km,280.10km,10,경부선,1,FTMS 본선 VDS,E,1450.00m,101,고속국도,0010CZE300,127.4223097,36.41633888
271,0010VDE21610,237646.4027,426986.2178,282.10km,km,km,10,경부선,4,램프 VDS,E,0.00m,101,고속국도,0010CZE300,127.4198794,36.44032327
272,0010VDE21700,237422.0083,425805.596,280.90km,280.10km,281.40km,10,경부선,1,FTMS 본선 VDS,E,1300.00m,101,고속국도,0010CZE300,127.4173198,36.42969294
273,0010VDE21800,237632.845,426786.082,281.90km,281.40km,282.98km,10,경부선,1,FTMS 본선 VDS,E,1580.00m,101,고속국도,0010CZE300,127.4197185,36.43852029
274,0010VDE21900,237501.8274,427976.8171,283.10km,282.98km,283.50km,10,경부선,1,FTMS 본선 VDS,E,520.00m,101,고속국도,0010CZE310,127.4183149,36.44925564
275,0010VDE22000,237346.5705,428764.3555,283.90km,283.50km,284.55km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE310,127.416621,36.45635854
276,0010VDE22100,237643.8467,429943.2654,285.20km,284.55km,285.65km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE310,127.4199945,36.46697054
277,0010VDE22200,238354.4472,430494.377,286.10km,285.65km,286.60km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE310,127.4279498,36.47190865
278,0010VDE22300,238598.4392,431460.7432,287.10km,286.60km,287.75km,10,경부선,1,FTMS 본선 VDS,E,1150.00m,101,고속국도,0010CZE310,127.4307204,36.48060714
279,0010VDE22400,238521.7369,432762.7622,288.40km,287.75km,288.75km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE310,127.4299293,36.49234317
280,0010VDE22500,238477.6673,433463.7312,289.10km,288.75km,289.45km,10,경부선,1,FTMS 본선 VDS,E,700.00m,101,고속국도,0010CZE310,127.4294723,36.49866161
281,0010VDE22600,238434.1642,434164.7386,289.80km,289.45km,290.30km,10,경부선,1,FTMS 본선 VDS,E,850.00m,101,고속국도,0010CZE310,127.4290216,36.50498036
282,0010VDE22700,238449.1526,435164.479,290.80km,290.30km,291.25km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE310,127.4292387,36.51398874
283,0010VDE22710,238526.7096,437273.0318,293.00km,km,km,10,경부선,4,램프 VDS,E,0.00m,101,고속국도,0010CZE310,127.4302097,36.53298641
284,0010VDE22720,238526.7096,437273.0318,293.00km,km,km,10,경부선,4,램프 VDS,E,0.00m,101,고속국도,0010CZE310,127.4302097,36.53298641
285,0010VDE22800,238705.179,436018.467,291.70km,291.25km,292.35km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE310,127.4321396,36.52167396
286,0010VDE22900,238526.7096,437273.0318,293.00km,292.35km,293.05km,10,경부선,1,FTMS 본선 VDS,E,700.00m,101,고속국도,0010CZE310,127.4302097,36.53298641
287,0010VDE23000,238646.9255,438370.1223,294.10km,293.05km,294.85km,10,경부선,1,FTMS 본선 VDS,E,1800.00m,101,고속국도,0010CZE320,127.431607,36.54286773
288,0010VDE23010,238539.373,440844.3553,296.60km,km,km,10,경부선,4,램프 VDS,E,0.00m,101,고속국도,0010CZE330,127.4305295,36.565168
289,0010VDE23020,238539.373,440844.3553,296.60km,km,km,10,경부선,4,램프 VDS,E,0.00m,101,고속국도,0010CZE330,127.4305295,36.565168
290,0010VDE23100,238720.5922,439863.665,295.60km,294.85km,296.60km,10,경부선,1,FTMS 본선 VDS,E,1750.00m,101,고속국도,0010CZE320,127.4325046,36.55632344
291,0010VDE23300,238288.3241,442119.8843,297.90km,296.60km,298.40km,10,경부선,1,FTMS 본선 VDS,E,1800.00m,101,고속국도,0010CZE330,127.4277885,36.57667217
292,0010VDE23400,238234.7931,443117.819,298.90km,298.40km,300.49km,10,경부선,1,FTMS 본선 VDS,E,2090.00m,101,고속국도,0010CZE330,127.4272399,36.58566691
293,0010VDE23500,237561.4136,444514.5869,300.50km,300.49km,301.20km,10,경부선,1,FTMS 본선 VDS,E,710.00m,101,고속국도,0010CZE340,127.4197839,36.5982802
294,0010VDE23600,236495.1983,445405.3863,301.90km,301.20km,302.30km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE340,127.4079105,36.60634874
295,0010VDE23610,234260.0196,447696.8774,305.20km,km,km,10,경부선,4,램프 VDS,E,0.00m,101,고속국도,0010CZE350,127.3830303,36.62708073
296,0010VDE23620,234260.0196,447696.8774,305.20km,km,km,10,경부선,4,램프 VDS,E,0.00m,101,고속국도,0010CZE350,127.3830303,36.62708073
297,0010VDE23700,235844.3391,445875.1878,302.70km,302.30km,303.45km,10,경부선,1,FTMS 본선 VDS,E,1150.00m,101,고속국도,0010CZE340,127.4006578,36.6106069
298,0010VDE23800,234645.8956,446781.6583,304.20km,303.45km,305.11km,10,경부선,1,FTMS 본선 VDS,E,1660.00m,101,고속국도,0010CZE340,127.3873031,36.61881957
299,0010VDE23900,234082.8769,448269.3464,305.80km,305.11km,306.30km,10,경부선,1,FTMS 본선 VDS,E,1190.00m,101,고속국도,0010CZE350,127.3810753,36.6322457
300,0010VDE24000,233788.0197,449223.8046,306.80km,306.30km,307.45km,10,경부선,1,FTMS 본선 VDS,E,1150.00m,101,고속국도,0010CZE350,127.3778206,36.640857
301,0010VDE24100,233389.5335,450459.6382,308.10km,307.45km,308.60km,10,경부선,1,FTMS 본선 VDS,E,1150.00m,101,고속국도,0010CZE350,127.3734185,36.65200735
302,0010VDE24200,233161.2476,451225.3553,308.90km,308.60km,309.80km,10,경부선,1,FTMS 본선 VDS,E,1200.00m,101,고속국도,0010CZE355,127.3708986,36.65891532
303,0010VDE24300,233478.0094,452959.1011,310.70km,309.80km,311.45km,10,경부선,1,FTMS 본선 VDS,E,1650.00m,101,고속국도,0010CZE355,127.3745171,36.67452726
304,0010VDE24400,232604.7483,454126.4113,312.20km,311.45km,312.95km,10,경부선,1,FTMS 본선 VDS,E,1500.00m,101,고속국도,0010CZE355,127.3647978,36.68507636
305,0010VDE24500,231654.8085,455144.1538,313.70km,312.95km,314.40km,10,경부선,1,FTMS 본선 VDS,E,1450.00m,101,고속국도,0010CZE355,127.3542116,36.69427945
306,0010VDE24600,231018.2796,456370.4682,315.10km,314.40km,316.10km,10,경부선,1,FTMS 본선 VDS,E,1700.00m,101,고속국도,0010CZE355,127.3471388,36.70535089
307,0010VDE24700,230864.1393,457613.6217,316.50km,316.10km,317.20km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE355,127.3454639,36.71655808
